rating,title,min,max,desc
4.5,"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",76000,115000,"OverviewRole: Senior Data Analyst Location: Brooklyn, NY Duration: 6 Months Required SkillsMinimum 5-7 Years’ Experience in SQL 2008/2008R2/2012/2014 database management and related products from Microsoft including PowerShell, Windows 2008R2/2012R2 Server operating systems.Minimum 5-7 Years’ Experience with advanced SQL queries and reading query execution plan, developing and performance tuning complex, SSRS and SSIS-2012 packagesMinimum 5-7 Years’ Experience with SQL 2012 on High Availability configuration, support, and troubleshootingMinimum 5-7 Years’ Experience with Performance tuning, Performance monitoring, Replication, Log shipping, Database Mirroring, Database capacity planning, Users and Role creation and monitoring"
3.3,"Senior Analyst, Claims Data Engineering",104000,139000,"How will this role have an impact? This individual will be an integral part of developing and improving the Analytics team’s Claims Data Engineering systems. This role will require a strong familiarity with analytical techniques, data programming and claims data engineering experience to help the team implement and maintain claims data engineering systems and bundled payment models that support the needs for all Analytics downstream stakeholders; as well as, when needed, conduct detailed analyses of data from our payor and provider partners. These efforts will play a crucial role in helping us to improve healthcare quality, and ultimately enhance the patient experience, and reduce Medicare spending.  This role will report to our Director of Claims Data Engineering. What will you do? Working closely with the Manager of Claims Data Engineering you will: Maintain and improve currently implemented claims data engineering systems and processesImplement new bundled payment programs and update current programs where applicableCommunicate clearly to a non technical audience about changes that have been made in systems and bundled payment program implementationsProduce ad-hoc data engineering solutions for new business needs that may have a quick turnaround time As a Claims Data Engineering Senior Analyst you will make individual contributions supporting multiple projects while continuing to enhance your technical skills and work towards learning project leadership. We are looking for someone with:B.S. or higher in a quantitative, healthcare or economic discipline1-2 years experience in Python (and Pandas) or R preferred (Python is ideal). Strong experience in other Data languages (e.g., SAS or Stata) will be consideredA Basic understanding of SQL is a plusExperience working with very large, diverse DatasetsExperience using multi processing systems is a plus (e.g Spark, or even simply the Python multiprocessing library)Experience using AWS tools such as S3 is a plusAbility to communicate with both technical and non-technical audiencesPrior experience with Value-Based Payments analytics a plusOur benefits include but are not limited to: Paid Time Off 401(k) Savings Plan with match Medical, Vision & Dental Pre-Tax Commuter Benefits Parental Leave Gym Reimbursement Tuition ReimbursementAbout Us Remedy Partners delivers software and services that enable payers, employers and at-risk providers to organize and finance healthcare delivery around a patient's episode of care. For healthcare providers, Remedy Partners’ software, analytics and administrative services support bundled payment contracts with Medicare and Commercial Insurers, often through shared-risk partnerships. For payers, Remedy Partners empowers the development of bundled payment contracting programs and guides development of bundled payment networks. Remedy Partners presently delivers its services to partners at more than 1,000 healthcare locations nationwide."
3.6,Position # 18 Clinical Data Analyst,46000,70000,"Date of Opening: 09/25/2017  Date of Closing: 10/27/2017  Clinical Data Analyst w/Bachelors or foreign equiv degree in Science or IT or Biotechnology & 60 months of work experience as Software Professional to Work on Projects using Agile and Waterfall methodologies. Constantly interact with functional team, Analyze and investigate on various approaches for the solution for Requirements. Involve in requirements gathering. Create Technical Design Document (Technical specifications) based on the Biotechnology & life science client’s requirements or Use Cases. Design Information Systems Solution. Support all the testing phases. Develop test classes for the solution. Validate and work on code deployment related activities. Coordinate with different teams and resolved the issues as early as possible. Refresh of the sandboxes to make the changes up to date to the Production. Travel/Relocate may be required to unanticipated client site locations.  Aspiring Candidates Can Mail Resume to:  HR Manager  Quantum Integrators Group, LLC  186 Princeton Hightstown Rd, Suite 15  West Windsor, NJ 08550  Job Loc: West Windsor, NJ 08550"
3.5,Business Intelligence Analyst (Data Analyst),61000,84000,"OverviewYou’re driven, resourceful, and above all else - remarkably smart. You love a good challenge. You are the first to roll up your sleeves and work with relentless energy until you solve the unsolvable, beat the unbeatable and you always come out on top. Passable doesn’t cut it – you’ve got fire in your belly to learn more, do more and be more. For you, the sweetest success is shared success and you’re known for your good nature. You’ll fit right in at Syneos Health where we surround ourselves with the most talented and agile professionals in the industry, but we check our egos at the door. Why Syneos Health? Join a game-changing global company that is reinventing the way therapies are developed and commercialized. Created through the merger of two industry leading companies - INC Research and inVentiv Health - we bring together more than 23,000 clinical and commercial minds to create better, smarter, faster ways to get biopharmaceutical therapies to patients. Teaming with some of the most talented professionals in the industry, you'll gain exposure and work in a dynamic environment where you'll be supported with comprehensive resources including emerging technologies, data, science and knowledge sharing. Grow your career with a global company committed to shortening the distance from lab to life.ResponsibilitiesJOB SUMMARYPosition Description: This client facing role will be responsible for any analytical and reporting needs for assigned client(s). They contribute to new endeavors which enhance the usability of information by customers; this includes designing tools and reports for the field and sales management teams to enhance productivity and provide information to measure the impact of sales force details, and other promotional activity. Acts as point person for the quality in delivery of all such information. Strategic special projects are also part of the job function. This position is responsible for program management around business information acquisition, analytics and reporting. This role also develops and provides training to the junior team members, internal and field based teams. Key Job Responsibilities: (Duties may include, but not limited to all or some of the following) Primary client contact for account services from implementation to project shut down, including gathering specifications for programming and report generation, developing/maintaining timelines, working with managers to assign resources, QC, and coordination of administrative activities (i.e. billing) appropriately.Provide direction and perform quality control functions on all deliverables including standard and ad hoc reports.Develop and maintain project documentation including statements of work.Lead design of new reporting initiatives.Periodically collect and disseminate sales force information and data from sales and client services managers as needed.Oversee and aide project analysts developmentWork independently to process information and data to create reports on activities, trends, and projections regarding performance, efficiencies, and possible improvements.Work independently to create ad-hoc analyses and reports at the request of clients and sales management.Act as Business Intelligence Reporting Liaison in client presentations.Train sales representatives, managers, and clients on reports.Meet with Sales Management and Clients to establish, monitor and review performance.Prepare detailed workflow charts and diagrams that describe input, output, and logical operationCreate case studies identifying business trends regarding sales force metrics.Other projects as deemed necessary by Management.Job RequirementsAlong with demonstrated initiative, uncompromised integrity and a results-oriented mindset, the ideal candidate has:Job Qualifications:Education:Required: Bachelor’s Degree or equivalent experience, preferably in computer science, statistics or related field Skills:Required:Minimum of 3-5 years related technical experienceIn-depth knowledge of MicroStrategy, Veeva, Salesforce.com.Experience with pharmaceutical reporting and analysis.Experience across multiple reporting tools, data sets and proficiency with Microsoft SQL, Oracle and MS Excel, including formulas, expressions and chartingStrong analytical, mathematical and quantitative skillsAbility to interact with all levels of management in a variety of functional areas including sales, marketing, sales systems and managed careStrong interpersonal skills with the ability to interact with all levels of employeesStrong attention to detailAbility to multitask, work under deadlines, manage customer expectations and execute timely deliverablesExcellent oral and written communication skills.Strong client relationship management skillsPrior experience in pharmaceutical and/or medical device sales, sales operations, sales support or information managementKnowledge of sales and marketing function with ability to anticipate needs, make recommendations and respond to ad hoc requests quickly and appropriately.Proficiency in reporting toolsPreferred:Strong statistical knowledge, training and presentation skills.Pharmaceutical industry knowledge.Supervisory experience.Full Syneos Health Selling Solutions benefits which include: Generous paid time off and company paid holidaysDomestic Partner Coverage for: medical, dental, vision, and voluntary life insuranceMedical – Cigna; Dental – Delta Dental; Vision - EyeMedCompany Match 401K - $0.50 per dollar up to 9% of salaryEligible to participate in Employee Stock Purchase PlanFlexible Spending Accounts: Health Care and Dependent CareCompany-paid Basic Term Life Insurance at 2x base salaryOptional Supplemental Term Life Insurance (100% employee paid): for employee, spouse/domestic partner, and children.Company-paid Short and Long Term DisabilityOptional Supplemental Short and Long Term Disability (100% employee paid): employee onlyEmployee Assistance ProgramTuition reimbursementReferral bonusesDedicated training and supportMake your work matter everywhere. Be a driving force in a rapidly evolving healthcare industry. Syneos Health companies are affirmative action/equal opportunity employers (Minorities/Females/Vets/Disabled)]]>"
3.7,Business Analyst Leader - Specialty Pharmacy Data,84000,118000,"Cognizant continuously seek outstanding associates when recruiting new employees. We pride ourselves on having extensive experience working with clients in all major markets. Cognizant's delivery model is infused with a distinct culture of high customer happiness. We consistently deliver positive relationships, cost reductions and business results.  Are you ready to be a change-maker?  Do you love the challenge of bringing teams together to pursue business problems? Do you dream of working with a dynamic learning community that offers the latest knowledge in AI & Analytics Space?  At Cognizant, we believe those who challenge the way they work today will own the way tomorrow. Job Description: Business Analyst Leader - Specialty Pharmacy DataResponsabilities: • Own the business analytics delivery for assigned customer brands  • Liaison with client on a daily basis to understand the regular and adhoc reporting and analytics needs  • Collaborate with offshore team to get the deliverables created  • Get hands on with respect to urgent asks on data and adobe analytics when needed  • Communicate with internal and external stakeholders on a regular basis  • Identify areas of business growth within the account Familiarity with analytical models and statistical concepts would be advantageous  • Understand data needs  • Strong problem solving and troubleshooting skills customer requirements and potential business implications  • Garner a thorough understanding of customer requirements and potential business implications and  • Ability to provide business insightsQualification / Experience: • Experience in Specialty and/or Pharmacy Data Integration• Experience in Commercial Pharmacy Data • Prior knowledge of SP Data flows & how Specialty pharmacies work  • Prior data management experience, including Data Quality and QC approaches  • Strong project management & vendor management skills  • Clear, concise communication skills, both verbal and written  • Ability to pull data from data lake/warehouse and strong analytic skills  Our strength is built on our ability to work together. Our diverse backgrounds offer different perspectives and new ways of thinking. It encourages lively discussions, inspires thought leadership, and helps us build better solutions for our clients. We want someone who thrives in this setting and is inspired to craft meaningful solutions through true collaboration.  If you’re comfortable with ambiguity, excited by change, and excel through autonomy, we’d love to hear from you.  Cognizant is an Equal Opportunity Employer Minority/Female/Disability/Veteran. If you require accessibility assistance applying for open positions in the US please send an email with your request to CareersNorthAmerica@cognizant.comQualification / Experience: • Experience in the Data Integration  • Prior knowledge of SP Data flows & how Specialty pharmacies work  • Prior data management experience, including Data Quality and QC approaches  • Strong project management & vendor management skills  • Clear, concise communication skills, both verbal and written  • Ability to pull data from data lake/warehouse and strong analytic skills  Employee Status : Full Time Employee  Shift : Day Job  Travel : No  Job Posting : Oct 29 2019  About CognizantCognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 193 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service."
4,Business Analyst - Enterprise Data Management Team (EDM) - CR,42000,67000,"Company DescriptionAs one of the original innovators in lending, credit, fraud, and spend analytics, Verisk Financial integrates one of the industry’s largest sets of data to help banks, financial regulators, retailers, and media companies grow their businesses. We combine data with predictive analytics to uncover new consumer and business insights and integrate this data with the most technologically advanced platforms.  Verisk Financial | Argus is a leading provider of intelligence, decision support solutions, and advisory services to financial institutions across the global commerce ecosystem. Our clients include more than 50 top U.S., Canadian, and other international financial organizations, regulators, payment providers, merchants, and media. Argus is the leading source of segment-level portfolio management benchmarking data, analytics, models, and advisory services. We maximize value delivery to clients by combining proprietary data sets, cutting-edge software and analytic tools, domain expertise, and our unique results-oriented approach. Customers worldwide use our services for tailored data management solutions that include business intelligence platforms, profile views, mobile data solutions, enterprise database services, and fraud risk scoring algorithms for marketing, fraud, and risk mitigation. Our clients gain competitive advantage from our exclusive focus on leveraging global best-in-class analytics and methodologies to help achieve their business and regulatory objectives. To learn more about Argus please visit us at: www.argusinformation.com. We are proud to be a part of the Verisk family of companies!  With a history of impressive growth, an innovative culture, and offering industry-leading solutions, Verisk Analytics is an amazing place to work and make a difference. In 2018, Forbes magazine named Verisk to its World’s Best Employers list and, in 2017, to its World’s Most Innovative Companies list for the third consecutive year. We also earned the Great Place to Work® Certification for the third consecutive year in recognition of our outstanding workplace culture.  Verisk is a leading data analytics provider serving customers in insurance, energy and specialized markets, and financial services. Using advanced technologies to collect and analyze billions of records, Verisk draws on unique data assets and deep domain expertise to provide first-to-market innovations integrated into customer workflows. We’ve been delivering predictive analytics and decision support solutions to our customers for nearly 50 years, helping them protect people, property, and financial assets. At Verisk, you’ll be part of an organization that’s committed to serving the long-term interests of our stakeholders, including the communities where we operate.  At Verisk, you can build an exciting career with meaningful work; create a positive and lasting impact on the business; and find the support, coaching, and training you need to advance your career. Our culture of innovation means your ideas on how to improve our business will be heard. As key contributors to our success, our team members enjoy working in a business-casual, collaborative environment that offers state-of-the-art resources, advanced technologies, and an excellent benefits package.Job DescriptionThe Enterprise Data Management team (EDM) in Verisk Financial provides end-to-end data management solutions and services to clients in the Financial Services industry. As part of this service, we offer multiple solutions and products related to enterprise data warehouse implementation, data strategy assessment, BI reporting solution etc. Business Analyst will be responsible for gathering requirements, communicating with client, acting as key interface between client and practice teams and supporting project delivery lead to drive and deliver projects.  Business Analyst in the EDM team will: Support client relationship and project leads across multiple development practicesDrive and document discussions regarding business requirements and current market needsProvide project management support through project life cycleDrive consistency and standards across various departments/practices in EDMDesign and deliver key business reports and dashboards across multiple streamsFormulate, organize and monitor inter-connected projectsCoordinate cross-project activities Key Responsibilities: Support planning, coordination, requirements gathering, business analysis, specifications development, project planning, reports design and discussions, project monitoring, and project status reporting and system implementation of moderate to complex business solutionsSupport Project lead for managing relationships and communicating with team leads on complex projects, report on progress against goals throughout the project lifecyclePerforms research on client needs, industry developments, data management solutions, understand business landscape, knowledge to provide foundational context for projectsAssists management in identifying critical issues, evaluating options, and developing action plansDrives analysis and fact-based recommendationsAnalyzes and evaluates market adjacencies and white spaces for potential investment based on the company’s strategic prioritiesCoordinate with cross discipline team members to make sure that all parties are on track with project requirements, deadlines, and schedules.Assist in capturing business requirements and translating requirements in BRD documentsCreate standard documents and processes which can be leverage across multiple projectsWork with a wider project team to develop and execute appropriate end user acceptance testing plans to support functional releasesDrive program management, financial and technical efficiencies in the Implementation teamExecute cross-functional communications strategiesImplement Project Management best practices, help execute Implementation team initiatives, standardization of processes, strengthen documentation for operational purposes and business continuityQualificationsExperience: Bachelor's degree or Master’s Degree (preferred) in Information System or Business related degree3 or more years’ experience of Financial services, banking products and processes Skills: Functional knowledge and banking experience in Risk, Finance, StrategyReporting knowledge from business/functional perspectiveKnowledge about consumer and commercial banking products (preferred)Data Querying skills like SQL, Oracle or equivalentExcellent research skills, ability to succinctly summarize findings and to strategically frame challenges and opportunitiesSolid quantitative/analytical and problem solving skillsExcellent Knowledge of performance evaluation and change management principlesExcellent communication (both written and oral) and interpersonal skills, become a trusted business partner within the teamExceptional analytical and conceptual thinking skillsAdditional InformationVerisk Analytics is an equal opportunity employer.  All members of the Verisk Analytics family of companies are equal opportunity employers. We consider all qualified applicants for employment without regard to race, religion, color, national origin, citizenship, sex, gender identity and/or expression, sexual orientation, veteran's status, age or disability.  http://www.verisk.com/careers.html  Unsolicited resumes sent to Verisk, including unsolicited resumes sent to a Verisk business mailing address, fax machine or email address, or directly to Verisk employees, will be considered Verisk property. Verisk will NOT pay a fee for any placement resulting from the receipt of an unsolicited resume.  #LI-DL1Apply now"
3.6,Senior Data Analyst ETL Developer,64000,97000,"What you’ll be doing... The Engineering Program Management Office has an immediate opening for Senior Data Analyst – ETL Developer who can provide business solutions by analyzing varying, large data sets. You will help in Data analysis, data interpretations, and turn data into meaningful information, which gives insight into business.  Responsibilities: Collaborating with your various LOBs (Line of Business) to understand business needs and market strategies staying up to date on all the product initiatives and plans.Performing ETL and integrating multiple data sources and software tools with business line specific decision support and data analysis.Developing and implementing R/SPSS based predictive models that will balance the needs of the various LOBs.Interpreting data, analyze results using statistical techniques.Working with management to prioritize business and information needs.Locating and defining new process improvement opportunities.Willingness to work in an interdisciplinary field, together with computer scientists, business SMEs, and engineers, and will require excellent interpersonal and communication skills.What we’re looking for... You’ll need to have: Bachelor's degree in Statistics, Computer Science, Data Analytics or Technical field of study or four or more years of work experience.Six or more years of relevant work experienceExperience using Python in automation of analytics tasksExperience in R/SPSS model buildingExperience in ETL development Even better if you have: Masters degree in Statistics, Data Science, Data Analytics or double major Bachelor’s degree in marketing and data science.Experience in management of data in SQL and/or NoSQL databases (Postgres, Oracle, Teradata, Hadoop, Casandra, MongoDB).Detail oriented with the ability to decipher key insights from data helping to drive business processesIndependent contributor that is keen to learn and be challenged.Team player that will work with a team of inter-disciplinary experts.Experience with GIS and spatial databases (e.g., Postgres / PostGIS, Oracle/ESRI side) and tools (ArcMap, QGIS.etc).Good interpersonal and communication skills. Ability to convey complex information to management.Ability to adapt to quickly changing business environment and requests, that come in related to management requests.Comfort working in a dynamic and fast-paced environment.Experience with analytical and problem solving technical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with accuracy and developing algorithms.When you join Verizon... You’ll have the power to go beyond – doing the work that’s transforming how people, businesses and things connect with each other. Not only do we provide the fastest and most reliable network for our customers, but we were first to 5G - a quantum leap in connectivity. Our connected solutions are making communities stronger and enabling energy efficiency. Here, you’ll have the ability to make an impact and create positive change. Whether you think in code, words, pictures or numbers, join our team of the best and brightest. We offer great pay, amazing benefits and opportunity to learn and grow in every role. Together we’ll go far. Equal Employment Opportunity We're proud to be an equal opportunity employer- and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. Different makes us better.  ]]>"
4.2,Data Analyst Team Lead,73000,118000,"White hat online data detectives with superior analytical skills, strong R skills (or solid Python expertise with the ability to quickly master R) and supervisory or team lead experience: our client is looking for candidates like you to fill an open Data Analyst Team Lead role in their perk-filled New York office. This client has combined machine learning, behavior analysis and groundbreaking technology in an e-commerce SaaS solution that helps prevent fraud, pinpoints genuine purchasers and guides those legitimate users to checkout in order to drive revenue gains.  In this role, youll join the operations team responsible for real-time online fraud prevention, rapid response troubleshooting and customer performance. You will play a substantial role in identifying and analyzing emerging online fraud trends in a dynamic, fast-paced environment. The successful candidate will gain a deep knowledge of company offerings and utilize strong analytical skills to surface actionable insights to our enterprise customers. The Data Analyst Team lead will supervise a data analyst group while also managing their own assigned clients. This is a fantastic opportunity for an online fraud expert to shine in a high visibility, high responsibility role at a leading SaaS firm that rewards its staffers hard work with fully-covered medical/dental/vision coverage from day one, employee stock options, 401(k) match, commuter programs, catered lunches and snacks, team events, Pilates/yoga and more!Primary Responsibilities: Manage a team of four to five data analysts in a highly technical environment, effectively leveraging top tier analytical tools and advanced analytical methods to identify, surface and address data trends and performance issues; directly analyze live data to gain a strong mastery of online fraud prevention  Communicate findings and conclusions in a clear, concise manner to both non-technical and technical stakeholders  Work consultatively with clients and internal colleagues to answer their business questions and needs through data insights  Design, develop and deliver comprehensive technical fraud prevention solutions  Collaborate with internal teams to optimize processes touching on data analysis Required Experience, Skills and Traits: 4+ years experience working with R or Python (e.g., creating functions, wrangling data, etc.), including experience leading a team and working in a client-facing role; expert level MySQL skills; if not yet an expert in R, must be willing to quickly gain that knowledge  Excellent written, verbal and interpersonal communication skills  Machine learning knowledge or experience is a plus  Bachelor's or Master's degree, ideally in a quantitative area of study (e.g., statistics, computer science, natural science, mathematics, etc.), business administration or economics  Eligibility to work in the U.S. without Visa sponsorship is required  Occasional night and weekend work is required, to serve a global customer and partner base"
3.3,Data Support & Solutions Analyst,49000,86000,"Remedy Partners is seeking a Data Support & Solutions Analyst to join our growing Tribe. The Data Support & Solutions Analyst will be part of the Partner Services team tasked with general support of Remedy field operations. Key tasks include ensuring data quality and accuracy to support the utilization of Episode Connect (Remedy’s proprietary EHR software) and Reporting platform, and other administrative support. Why this role? This individual will have responsibility for ensuring availability and correctness of underlying data for analytical reports on the performance of physicians, hospitals, and other health care providers, etc. Primarily, this will entail understanding and improving the flow of data through the Episode Connect Care management platform. In that capacity, this individual will have to marry business analytical, and technical expertise to ensure that the appropriate logic is built into EC, and subsequently understood by the analytical and technical staff who need to leverage it. Are you right for this job?Bachelor’s degree or higher level of educationPassionate about healthcare and affecting change in the current healthcare environmentExhibits strong critical thinking and creative problem-solving skillsDemonstrates strong proficiency in computer software navigationExhibits fundamental knowledge of MS Office specifically PowerPoint and ExcelStrong verbal and written communication skillsDemonstrates ability to work effectively as a member of an interdisciplinary team, displaying good judgment and decision-making skillsExcellent organizational skills and ability to multi-taskDemonstrates attention to detail and ability to produce accurate and high-quality work productWhat will you do?Create and deliver presentations, reports and other materials to support Account Managers with day to day activitiesEnsure the integrity of data in Remedy’ proprietary EHR Episode Connect and proactively identify and resolve any issuesStreamline communication between Partner Services and other supporting departmentsSupport comprehensive and actionable tracking of program performanceSupport miscellaneous administrative for Partner Services department"
2.9,Sr Data Analyst,71000,103000,"JOB SUMMARY The Sr. Data Analyst for Revenue Assurance is responsible for maintaining information systems and provide technical support for all aspects of the revenue assurance department. As part of the role this individual is responsible for collaborating in the identification of leakage across the enterprise and coordinating with cross functional teams to drive incremental revenue/profits and costs reductions. The position reports to the Dir. Revenue Assurance. MAJOR DUTIES AND RESPONSIBILITIES Support the RA team in the maintaining and technical preparation of reports/dashboards/trend analysis to inform management how well the company is transforming services into profits.  Serve as a liaison to the Marketing/Billing department and assist/collaborate in efforts related to revenue planning, pricing and packaging, and promotion management.  Partner and collaborate with the Business Intelligence team on automation of reporting and process improvements and other analysis.  Develop and implement revenue assurance applications and processes, including data extraction, creation of data warehouses when required.  Assist with building automated test tools for alerting. Regular review and maintenance of alerting test cases.  Research questions for management and conduct ad-hoc investigations.  Establish and monitor processes and controls to protect revenue and data integrity/synchronization among systems.  Identify and quantify revenue opportunities and coordinate with cross functional teams to realize incremental revenue.  Develop and maintain reporting databases to establish trending to detect leakage.  Perform other duties as requested by supervisor REQUIRED QUALIFICATIONS Skills/Abilities and Knowledge Investigation: Ability to perform data analysis, statistical analysis, detailed data tracing, raw CDR review  Baseline Reporting: Ability to manage data warehousing, SQLs scripting for investigation and proof of concept purpose  Network/Systems: Knowledge of a particular revenue management system, extremely comfortable with managements of databases, SQLs queries, data conversions, programs and operational disciplines.  Synchronization: Ability to perform complex data matching processes and data diagnosis across multiple systems.  Correction: Experience scoping and troubleshooting systems and sizing organizational problems, has authority to propose changes.  Ability to read, write, speak and understand English.  Ability to communicate orally and in writing in a clear and straightforward manner.  Ability to make decisions and solve problems while working under pressure.  Ability to handle multiple projects and tasks, prioritize and organize effectively.  Ability to think outside the box and apply critical thinking skills.  Ability to use personal computer and software applications (i.e. Word, Excel, PowerPoint, Access).  Ability to work independently.  High level of curiosity and investigate mind-set with attention to detail.  Cable television products, telecommunications, monthly recurrent services or cable billing systems experience preferred  Experience with CSG or ICOMS billing systems is a plus Education Bachelors degree (or foreign equivalent) in computer science or information technology or equivalent experience. Related Work Experience Number of Years Advanced technical data experience 5+  Including two or more years of writing advanced SQL, tuning database/  query performance is strongly preferred.  Cable billing systems, telecommunication 3+  Experience with CSG or ICOMS billing systems is a plus WORKING CONDITIONS Office environment  Minimal travel may be required"
,Data Analyst - Data Engineer / Analyst,51000,72000,"Analyze and interpret the data from different sources including file systemsStrong Knowledge in SQL conceptsAbility to Identify and define new process to analyze the dataAnalytical skill with ability organize, analyze, and report information with attention to detail and accuracy (reporting is mostly via excel)Good in verbal and written Communication skillsKnowledge in Excel, E-commerce is added advantage"
